name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Decimate Drive,25-02-2024,4570,8.0,30948.0,1.3,93.0,Indie,Some Random Designing,Some Random Designing,2427950
Unbeatable professional me with 100 girlfriends,17-05-2024,3760,10.0,30925.0,2.5,66.0,Indie,Day Day Up！,philosophy♂,2701420
Tomboy: Love in Hot Forge,29-02-2024,10169,4.0,30878.0,1.3,88.0,Indie,NSFW18 Games,Zylyx,2732730
Monster Tiles TD: Tower Wars,11-02-2024,25912,0.0,30820.0,23.3,80.0,Indie,Swell Games LLC,Swell Games LLC,2447060
Sex City: 2069,20-07-2024,3751,15.0,30759.0,1.5,65.0,Indie,Octo Games,Octo Games,2487130
Harvest Days: My Dream Farm,25-07-2024,3482,15.0,30652.0,18.1,71.0,Indie,"Family Devs,Toplitz Productions",Family Devs,1515320
GUNVOLT RECORDS Cychronicle,15-02-2024,2470,15.0,30558.0,3.2,71.0,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2585040
BeachHead,22-01-2024,3520,15.0,30498.0,18.2,63.0,Indie,Digital Fusion Inc.,Digital Fusion Inc.,1288790
Witch's Doll,24-05-2024,4909,7.0,30419.0,1.8,88.0,Indie,Elite Lords Studios,Elite Lords Studios,2892000
Anno 1701 History Edition,22-04-2024,6151,10.0,30243.0,10.5,76.0,AAA,Ubisoft,Ubisoft Mainz,2820140
IIslands of War,10-03-2024,3885,5.0,30192.0,11.1,87.0,Indie,jwiggs,jwiggs,1162470
GIRLDIVERS,30-08-2024,2795,15.0,30160.0,1.5,93.0,Indie,Sweet Cakes Games,Sweet Cakes Games,2892310
Forsaken Quartet,17-05-2024,3187,13.0,30108.0,4.0,79.0,Indie,Kagura Games,AVANTGARDE,2377410
Unlucky Seven,06-02-2024,5591,8.0,30099.0,2.2,47.0,Indie,"SIG Publishing,Art Games Studio S.A.",Puzzling Dream,579120
Scourge Of War - Remastered,06-09-2024,1747,19.0,29857.0,10.6,92.0,Indie,Norb Software Development LLC,Norb Software Development LLC,2205330
Primateria,08-01-2024,3145,12.0,29843.0,6.6,85.0,Indie,Surefire.Games,Yfrit Games,1397130
Mutant Football League 2,31-05-2024,1325,25.0,29800.0,3.8,84.0,Indie,Digital Dreams Entertainment,Digital Dreams Entertainment,1657320
"SEX, Stocks & Cocks",08-06-2024,5320,10.0,29726.0,2.0,89.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2983270
Astrodle,19-06-2024,5885,6.0,29692.0,8.6,91.0,Indie,Robin Nicolet,Robin Nicolet,2853130
Farmer's Father: Save the Innocence,25-03-2024,4012,10.0,29651.0,5.1,51.0,Indie,"FreeMind S.A.,PlayWay S.A.",FreeMind S.A.,1905980
Anno 1503 History Edition,22-04-2024,6151,10.0,29631.0,6.1,66.0,AAA,Ubisoft,Ubisoft Mainz,2820110
PAC-MAN Mega Tunnel Battle: Chomp Champs,08-05-2024,1717,20.0,29626.0,3.1,65.0,Indie,Bandai Namco Entertainment America Inc.,Amber Studio,2095950
The Pony Factory,18-01-2024,10069,4.0,29544.0,0.6,,Indie,David Szymanski,"David Szymanski,John Szymanski",2536530
Microcosmum 2,02-03-2024,2547,15.0,29539.0,8.5,62.0,Indie,Satur Entertainment,Satur Entertainment,1486140
Death Trick: Double Blind,11-03-2024,2348,16.0,29423.0,4.3,87.0,Indie,Neon Doctrine,Misty Mountain Studio,2254710
Clash II,15-02-2024,2296,25.0,29349.0,5.4,69.0,Indie,Prime Bit Games SA,Prime Bit Games SA,1347760
Mobiles Tycoon,15-07-2024,5863,6.0,29315.0,6.3,85.0,Indie,Insignis Games,Insignis Games,3022320
[ECHOSTASIS],30-05-2024,1764,20.0,29284.0,7.1,92.0,Indie,ENIGMA STUDIO,ENIGMA STUDIO,1558000
8th Heaven,29-07-2024,2562,15.0,29280.0,1.7,84.0,Indie,TinyHat Studios,Cottage Club,2321860
战国女神,19-01-2024,4891,0.0,29152.0,39.2,73.0,Indie,战国女神,战国女神,2706730
Goons: Legends & Mayhem,11-04-2024,1982,20.0,29102.0,3.1,89.0,Indie,Firestoke,RageCure Games,1484180
Homeless,03-08-2024,4825,7.0,29094.0,1.0,77.0,Indie,"DarkPhobia Games,Teaserplay",DarkPhobia Games,3018910
No Return,02-08-2024,2075,17.0,29045.0,1.7,43.0,Indie,Boltray Games,BlameTech,1967220
Lust Mansion 🔞,01-06-2024,5215,10.0,29037.0,1.9,87.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2936260
Survival Nation: Lost Horizon,15-04-2024,2465,15.0,28857.0,4.1,63.0,Indie,indie.io,Wenkly Studio Sp. z o.o.,2504380
Tactic Boxing,24-03-2024,3970,10.0,28857.0,7.9,78.0,Indie,Stately Eagle Games,Stately Eagle Games,2740280
Criminal Attraction,26-07-2024,3389,10.0,28741.0,4.8,83.0,Indie,Space Samurai Studio,Space Samurai Studio,2775050
Elf boss's dog training,16-01-2024,4593,8.0,28692.0,3.9,81.0,Indie,"Playmeow,ACG creator",Giver,1988080
Border Bots VR,08-02-2024,1867,20.0,28685.0,2.7,88.0,AA,Team17,"Paw Print Games Ltd.,vTime Ltd",874440
Crystal Guardians,15-03-2024,2585,14.0,28629.0,17.7,95.0,Indie,Green Pine Studios,Green Pine Studios,2322090
Against Great Darkness,10-04-2024,5026,7.0,28579.0,4.8,95.0,Indie,Hitreg Studios,Hitreg Studios,2302150
Akai Onna,04-01-2024,12475,3.0,28485.0,0.7,89.0,Indie,Yamoto,Yamoto,2674190
House of Lust,20-03-2024,2833,12.0,28483.0,2.0,74.0,Indie,Shady Corner Games,FrozenLettuce,2656980
Book of Korvald,16-06-2024,1459,25.0,28463.0,8.1,97.0,Indie,Shady Corner Games,Punching Donut,2132380
Mines and Magic,25-03-2024,3910,15.0,28188.0,9.1,72.0,Indie,Zolden Games,Zolden Games,884640
奕剑江湖,06-08-2024,63989,0.0,28044.0,10.3,85.0,Indie,Star-Star Studio,Star-Star Studio,2701510
To Be In Love With Girls Group,26-03-2024,3700,10.0,27883.0,4.4,68.0,Indie,光禾文化,光禾文化,2817530
定制女友,27-04-2024,4027,9.0,27860.0,2.8,81.0,Indie,deep field,deep field,2791020
Coloring Game: Studio,19-01-2024,2378,20.0,27849.0,81.4,99.0,Indie,L. Stotch,L. Stotch,2231040
Tendryll,30-04-2024,1865,18.0,27758.0,12.7,87.0,Indie,Brute Farce,Brute Farce,1915780
Mirage Feathers,06-09-2024,6859,5.0,27717.0,1.2,100.0,Indie,oyasumi Workshop,oyasumi Workshop,2719060
2番線 | Nibansen,18-01-2024,6602,5.0,27542.0,1.2,81.0,Indie,MFC STUDIO,MFC STUDIO,2699510
DEATHWATCHERS,12-07-2024,2826,12.0,27529.0,6.5,91.0,Indie,SWAIN GAMES,SWAIN GAMES,2599370
Flying High,10-05-2024,2377,15.0,27484.0,0.9,65.0,Indie,Affect3D,Affect3D,2909410
Ufouria: The Saga 2,28-02-2024,1279,25.0,27474.0,3.3,94.0,Indie,SUNSOFT,SUNSOFT,2685090
Necroking,04-09-2024,6773,5.0,27369.0,3.1,85.0,Indie,Alawar,KORO.GAMES,2852980
Captain Firehawk and the Laser Love Situation,09-02-2024,3431,10.0,27368.0,1.9,76.0,Indie,Portland Caviar,Portland Caviar,2054690
Right and Down and Dice,23-01-2024,2950,12.0,27336.0,8.2,87.0,Indie,mc2games,mc2games,2228010
On Dark Terms,06-02-2024,2200,8.0,27226.0,6.5,69.0,Indie,Dimensionless Games,Dimensionless Games,2159530
Gym Manager,31-07-2024,3748,10.0,27202.0,4.7,73.0,AA,PlayWay S.A.,Han GAMES,2337460
Saving Mrs. Hinako,11-03-2024,2478,15.0,27180.0,3.8,86.0,Indie,Shiravune,Studio Pork,2626240
Sister's Curriculum,18-04-2024,1929,17.0,27085.0,5.8,97.0,Indie,WAZAZAK,WAZAZAK,2865590
The Witch's Cauldron,24-01-2024,10808,8.0,27071.0,3.8,92.0,Indie,Harvey games,Harvey games,2251010
ODDADA,15-08-2024,3310,10.0,27005.0,2.9,97.0,Indie,Sven Ahlgrimm,"Sven Ahlgrimm,Mathilde Hoffmann,Bastian Clausdorff",1627870
所谓侠客 So-called Hero,14-02-2024,1774,19.0,26984.0,11.0,84.0,Indie,NewSmile Games,NewSmile Games,1116080
Dojo Masters,17-07-2024,2357,15.0,26897.0,4.8,95.0,Indie,Pixeled Vision,Pixeled Vision,2538000
Speed Crew,31-01-2024,1695,20.0,26802.0,3.1,100.0,Indie,Wild Fields,Wild Fields,2367480
Voyager-19,19-05-2024,8793,4.0,26619.0,0.6,90.0,Indie,Deep Root Interactive,Deep Root Interactive,2925510
Speedway Challenge 2024,01-04-2024,18737,0.0,26579.0,17.3,71.0,Indie,Artur Berkowski Berobasket,Artur Berkowski Berobasket,2750960
Baisu,30-05-2024,2991,10.0,26577.0,1.4,87.0,Indie,Tripleducks studio,Tripleducks studio,2821850
DunHero,12-02-2024,4457,8.0,26516.0,7.7,90.0,Indie,Dev Kacper,Dev Kacper,2270210
Empires Shall Fall,19-02-2024,2586,13.0,26457.0,5.1,92.0,Indie,"Weird Penguin Games,Electronic Sheep Games",Weird Penguin Games,1477170
Night Bus,08-04-2024,6008,5.0,26436.0,0.8,89.0,Indie,Liquid Static Studio,Liquid Static Studio,2820800
Descending The Woods,12-07-2024,1876,19.0,26435.0,4.1,54.0,Indie,AIONWARE LTD,AIONWARE LTD,2868070
One-inch Tactics,19-05-2024,1790,20.0,26321.0,5.3,96.0,Indie,KOMODO,KOGADO STUDIO,2743970
ZOMBIE RAID: No One Survives,12-07-2024,1912,15.0,26312.0,7.9,56.0,Indie,Red Dot Studio,Red Dot Studio,688540
Drake's Dungeon,15-01-2024,827,35.0,26043.0,5.9,92.0,Indie,hotchaWorks,hotchaWorks,2313670
Taskmaster VR,19-06-2024,1253,25.0,26027.0,1.2,51.0,Indie,Draw & Code,Scallywag Arcade,2698450
永恒幻境 Eternal Dreamland,31-01-2024,4968,7.0,26013.0,7.0,46.0,Indie,Eternal,Eternal,2722270
Footgun: Underground,30-04-2024,2349,15.0,25998.0,4.1,91.0,Indie,CobraTekku Games,Turtle Knight Games,2206240
Populous™: The Beginning,07-03-2024,13253,5.0,25991.0,8.0,90.0,AAA,Electronic Arts,Bullfrog Productions,2616430
Dungeons and Robots,23-01-2024,6096,9.0,25961.0,3.3,44.0,Indie,Glow Games Studio,Glow Games Studio,386650
東方幻想魔録W ～ The Devil of Decline,28-03-2024,971,30.0,25957.0,33.8,95.0,Indie,mebius.,ハチクマソフト,2250790
Astor: Blade of the Monolith,30-05-2024,1257,25.0,25886.0,6.8,76.0,Indie,"Versus Evil,tinyBuild",C2 Game Studio,1989320
Elf Discipline Ceremony,23-02-2024,3364,11.0,25798.0,1.3,69.0,Indie,072 Project,Flag shadow,2696060
Lord of Rigel,25-08-2024,1683,20.0,25727.0,15.8,64.0,Indie,Rhombus Studios,Rhombus Studios,437440
Coin Factory,21-06-2024,5722,5.0,25657.0,5.5,84.0,Indie,Lino Rabolini,Lino Rabolini,2992500
El Dorado: The Golden City Builder,17-06-2024,1832,18.0,25637.0,3.1,66.0,Indie,"Gameparic,Games Incubator","Hobo Bunch,Gameparic",1451470
戦国ブシドー〜大野望の巻〜,16-07-2024,6549,0.0,25618.0,3.4,50.0,Indie,©︎ Kaiser (Overseas) Limited,©︎ Kaiser (Overseas) Limited,3038820
Oji-Mama/憧れのガチムチおじさんがボクだけのドスケベママになっちゃった❤,23-05-2024,1138,25.0,25605.0,1.6,100.0,Indie,SKSK団,SKSK団,2725330
Scorchlands,25-07-2024,2935,12.0,25601.0,4.9,95.0,Indie,Star Drifters,Ringlab,1090100
Amazing Grace -What color is your attribute?-,25-04-2024,1092,35.0,25577.0,12.9,94.0,Indie,Shiravune,Cabbage Soft,2553910
Beat Slayer,04-04-2024,1653,20.0,25573.0,4.6,95.0,Indie,"ByteRockers' Games,Paras Games",ByteRockers' Games,2089830
Reigns: Three Kingdoms,11-01-2024,11023,3.0,25568.0,9.4,52.0,AA,Devolver Digital,Nerial,2437040
Orrstead,06-03-2024,2404,13.0,25518.0,4.9,85.0,Indie,IndividualKex,IndividualKex,693940
Just Another Night Shift,28-03-2024,4927,7.0,25488.0,3.7,93.0,Indie,RantaKoira,"RantaKoira,FinnGames",2331130
Worm Nest Plague,16-07-2024,4051,7.0,25484.0,6.0,93.0,Indie,ST Hot Dog King,ST Hot Dog King,2666590
TRAMCITY HAKODATE,04-01-2024,1888,15.0,25471.0,2.9,100.0,Indie,TRAMWORKS,TRAMWORKS,2614000
MAOUISHO:~ La Dolce Vita with Another World's Demon Lord~,09-08-2024,1238,25.0,25454.0,2.6,91.0,Indie,072 Project,ボウサバG,2602770
KAMLA,07-05-2024,4750,8.0,25205.0,3.2,93.0,Indie,Mad-Mantra Games,Mad-Mantra Games,2585270
Midnight Ramen,23-07-2024,2575,12.0,25107.0,3.0,99.0,Indie,Cointinue Games,Cointinue Games,2543030
Haruka Ao no Hanayome ni,09-08-2024,1235,30.0,25078.0,6.7,99.0,Indie,HIKARI FIELD,Lump of Sugar,2947230
Sherwood Extreme,29-04-2024,1589,20.0,25077.0,3.6,78.0,Indie,CAGE Studios,CAGE Studios,1340180
ESCAPE FROM BOYKISSER,10-02-2024,26650,2.0,25071.0,1.6,84.0,Indie,akhsotoen,akhsotoen,2708280
Game Store Simulator,20-08-2024,6470,5.0,25070.0,4.2,84.0,Indie,Pex Entertainment,Pex Entertainment,2598930
Sex Universe [18+],11-05-2024,4485,10.0,25061.0,1.4,72.0,Indie,Octo Games,Octo Games,2888360
Destiny Online,30-03-2024,3047,0.0,24986.0,128.8,82.0,Indie,Destiny10.com,Destiny10.com,2841010
"Girls on Campus, from Freshmen to Faculty, All Fall for Me!",15-08-2024,5650,7.0,24952.0,8.8,89.0,Indie,"Girls on Campus, from Freshmen to Faculty, All Fall for Me!","Girls on Campus, from Freshmen to Faculty, All Fall for Me!",3029990
Strayed,19-04-2024,1512,20.0,24912.0,21.1,77.0,Indie,Crustacean Interactive,Crustacean Interactive,2359470
UBOAT: The Silent Wolf VR,19-06-2024,1499,20.0,24828.0,2.3,67.0,Indie,Titan GameZ,Titan GameZ,1455390
Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes,21-04-2024,1121,30.0,24809.0,2.2,66.0,Indie,KOMODO,Crypton Future Media,2477920
Dawnsbury Days,08-03-2024,5954,5.0,24711.0,5.8,98.0,Indie,Dawnsbury Studios,Dawnsbury Studios,2693730
Isabella: Chasing Shadows,21-06-2024,2663,12.0,24675.0,2.6,92.0,Indie,Badtimetales,Badtimetales,2703180
CROPS!,17-07-2024,3684,8.0,24620.0,3.5,89.0,Indie,Bocary Studios,Bocary Studios,3057760
Skelethrone: The Chronicles of Ericona,07-08-2024,2106,15.0,24562.0,8.0,83.0,Indie,Valkyrie Initiative,70`Strike,2139840
Stellar Orphans,25-03-2024,1926,20.0,24519.0,13.1,75.0,Indie,Artifex Parvus,Artifex Parvus,1844130
Rumble Club,23-04-2024,33980,0.0,24402.0,9.2,75.0,Indie,Mad Mushroom,"Lightfox Games, Inc.",2639810
Acolyte of the Altar,25-03-2024,1540,20.0,24374.0,4.6,74.0,Indie,Black Kite Games,Black Kite Games,2288880
It was a human.,26-07-2024,5919,5.0,24206.0,1.6,79.0,Indie,GAMER Plan,Loser/s,2484160
Camp Canyonwood,26-02-2024,1890,20.0,24136.0,7.2,66.0,Indie,Graffiti Games,Deli Interactive LLC,1374170
Ashes of the Union,23-07-2024,2062,13.0,24106.0,6.1,82.0,Indie,700 Games Studio,700 Games Studio,3091390
SCP: Descent,20-03-2024,4272,7.0,24090.0,1.4,58.0,Indie,Pixel Drip Games,Pixel Drip Games,2757220
ONE BTN BOSSES,06-08-2024,2454,12.0,24086.0,2.8,89.0,Indie,"Midnight Munchies,Outersloth",Midnight Munchies,1910600
The World of Gangs,16-04-2024,3344,8.0,23966.0,1.6,56.0,Indie,Playmeow,Cosemen Gaming,1925040
Mareld,02-05-2024,4229,7.0,23913.0,7.1,93.0,Indie,Renka,Renka,2336580
Boldly Forward,07-02-2024,7022,4.0,23873.0,15.3,47.0,Indie,SmallMill,SmallMill,2758280
TV Studio Story,06-03-2024,3189,9.0,23794.0,7.6,93.0,Indie,"Kairosoft Co.,Ltd","Kairosoft Co.,Ltd",2732020
NARIBIKIMURA,16-08-2024,2313,13.0,23719.0,1.8,82.0,Indie,DorsalFin Studio,DorsalFin Studio,2693860
Kanna Maze,15-05-2024,8150,4.0,23718.0,3.7,89.0,Indie,致意,致意,2876250
Mori Carta,25-03-2024,1627,15.0,23628.0,11.2,71.0,Indie,Nevergreen Games,Nevergreen Games,1570830
Machick,22-03-2024,3991,7.0,23624.0,4.5,91.0,Indie,No Serious Games,No Serious Games,2811200
Dünnes Eis - Das Spiel zum Song,16-05-2024,6564,4.0,23571.0,1.0,100.0,Indie,"Lorke Records, Inh. Anne Baumann","Baumann Bergmann Pokinsson,Jan Baumann",2961990
Shell Runner,15-07-2024,1956,15.0,23560.0,1.8,65.0,Indie,indie.io,Reija,2622280
Memories Off,31-01-2024,3003,10.0,23373.0,7.3,93.0,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,675610
11F,19-04-2024,3998,9.0,23351.0,1.3,83.0,Indie,PUMPKIM,PUMPKIM,1847120
Closer the Distance,01-08-2024,1414,20.0,23329.0,4.3,92.0,AA,Skybound Games,Osmotic Studios,1991300
Messy Up,13-06-2024,3563,8.0,23195.0,3.8,86.0,Indie,"Liquid Meow,Athenes game",Liquid Meow,2572560
Memories Off6 T-wave,31-01-2024,1976,15.0,23150.0,7.0,98.0,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184580
Trash of the Titans,29-05-2024,3282,9.0,23097.0,6.1,98.0,Indie,Thayer and Back Again,Thayer and Back Again,2450400
You are Peter Shorts,10-05-2024,1872,15.0,23078.0,4.1,90.0,Indie,ondydev,ondydev,2352640
The Corpsmen,06-09-2024,1558,20.0,23047.0,5.5,59.0,Indie,Multicell Games,Multicell Games,1571960
Tank Operations: European Campaign,26-02-2024,2520,20.0,23043.0,37.8,85.0,Indie,2tainment GmbH,Linked Dimensions,844860
Wife of My Boss,04-05-2024,7011,5.0,22990.0,0.8,67.0,Indie,Love Seekers,Love Seekers,2143980
Dragons Legacy,26-03-2024,5086,5.0,22960.0,20.9,77.0,Indie,Beawesome Games LLC,Beawesome Games,2520410
Sarah's Adventure: Time Travel,25-06-2024,28251,0.0,22916.6017927192,59.7,87.0,Indie,NUTS POWER ONLINE ENTERTAINMENT LIMITED,NUTS POWER ONLINE ENTERTAINMENT LIMITED,2994430
CorpoNation: The Sorting Process,22-02-2024,2451,13.0,22893.0,5.3,84.0,Indie,Playtonic Friends,Canteen,2159960
Fallen Saint Yhoundeh,31-05-2024,2395,13.0,22844.0,3.7,70.0,Indie,Kagura Games,MOEKOUBOU,2864860
Neon Tail,16-02-2024,2679,25.0,22808.0,4.1,90.0,Indie,Rocket Juice Games,"Fei,Leo,Yang",1126270
Far Lands,19-01-2024,2677,25.0,22800.0,7.7,69.0,Indie,Scalpel Softworks,Scalpel Softworks,1500940
Welcome to Paradise Island,30-08-2024,2112,15.0,22790.0,2.8,80.0,Indie,Kagura Games,Resta!,2790680
Loopstructor,07-08-2024,5508,5.0,22701.0,6.5,87.0,Indie,Pone Games,Pone Games,2726870
Brocula,09-05-2024,1336,20.0,22581.0,2.1,51.0,Indie,Destroyer Doggo,Destroyer Doggo,1364740
Songs Of Death,30-07-2024,3966,7.0,22568.0,4.4,86.0,AA,Lightning Games,"DreamStep,Wild Kid Games",2276420
Buckshot With Friends,19-02-2024,6685,4.0,22509.0,0.7,52.0,Indie,yythgim,yythgim,2808270
Lilja and Natsuka Painting Lies,24-07-2024,1085,23.0,22449.0,8.3,100.0,Indie,"Frontwing USA,Bushiroad Inc.",Frontwing,2840900
ERO TRAP DUNGEON ROGUELIKE,10-07-2024,1662,15.0,22422.0,8.9,81.0,Indie,Ketchup AjiNo Mayonnaise,Ketchup AjiNo Mayonnaise,3016750
Deck of Souls,20-06-2024,2482,11.0,22371.0,4.3,92.0,Indie,HeroCraft PC,Bigboot Studios,2088770
灵境·修仙界,21-06-2024,2241,10.0,22360.0,8.9,87.0,Indie,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,2799930
Stigma-ARIA,06-09-2024,1621,17.0,22306.0,1.7,85.0,Indie,072 Project,イシコロドウ,2710010
GraalOnline Era,16-02-2024,21644,0.0,22299.0,41.3,71.0,Indie,Toonslab,GraalOnline,2358050
HAELE 3D - Hand Poses Lite - Drawing References,03-06-2024,1659,18.0,22288.0,8.8,94.0,Indie,HAELE 3D,Ige Olwen,2570230
EarthRoyale,29-04-2024,3874,8.0,22222.0,14.7,89.0,Indie,Lizzycat / Lizabeth Gidlund,Lizzycat / Lizabeth Gidlund,2016220
Dread Weight,29-07-2024,2368,15.0,22137.0,3.3,88.0,Indie,Deer Dream Studios,Deer Dream Studios,2399060
Secret Archives,27-02-2024,1678,16.0,22129.0,6.2,71.0,Indie,Juice Game,Juice Game,2374660
Thyria,29-02-2024,1629,16.0,22099.0,2.5,94.0,Indie,GrabTheGames,Twokats,1608590
Z.O.N.A: Origin,26-08-2024,1444,20.0,22080.0,2.9,87.0,Indie,AGaming+,AGaming+,2539520
ATTA -Spot the Oddities in the Strange Hotel-,27-02-2024,5245,5.0,22014.0,1.1,84.0,Indie,IDEA FRUITION,IDEA FRUITION,2827450
鬼打墙（剧情版）,05-01-2024,3120,6.0,21939.0,2.7,76.0,Indie,KX GAMES,KX GAMES,2642700
ワールド・ネバーランド２～プルト共和国物語～EXPERIENCE OF FICTION LIFE,15-05-2024,1272,25.0,21939.0,11.1,61.0,Indie,althi Inc.,althi Inc.,682550
Setteeh,02-08-2024,3282,8.0,21898.0,1.4,80.0,Indie,MonsterAttack,MonsterAttack,1566450
Kepler-2100,30-03-2024,14511,0.0,21880.59479904341,12.0,85.0,Indie,NCARD,NCARD,2758490
Puffin Planes,04-09-2024,2371,12.0,21744.0,4.6,97.0,Indie,CATINRAIN LLC,CATINRAIN LLC,2897240
Pomberito,24-06-2024,4850,6.0,21719.0,1.3,96.0,Indie,Lara the Pitbull,Lara the Pitbull,2761100
Tales of Morrow,08-03-2024,1945,15.0,21703.0,1.7,53.0,Indie,GameMechanic,GameMechanic,1783620
Sassy Girl,19-01-2024,2503,10.0,21685.0,6.1,89.0,Indie,Hematite,Hematite,2471650
Hot & Lewd: Miami,15-06-2024,3903,10.0,21653.0,1.8,90.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2998880
Pape Rangers,09-08-2024,6638,4.0,21651.0,7.8,79.0,Indie,OKJOY,Pape Game Studio,2812820
XF Extreme Formula,11-06-2024,1297,20.0,21606.0,3.0,91.0,Indie,Feperd Games,Feperd Games,2539910
Memories Off Yubikiri No Kioku,31-01-2024,1854,15.0,21592.0,18.7,95.0,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184590
School Owner,03-02-2024,1716,20.0,21499.0,1.2,25.0,Indie,Owner Games,Owner Games,946670
Secret Toy,21-06-2024,4394,6.0,21479.0,1.1,80.0,Indie,Momentum Games,Momentum Games,2961330
Forgotten Mines,23-07-2024,3480,8.0,21461.0,9.4,86.0,Indie,Ishtar Games,Cannibal Goose,2238630
Lords of Exile,14-02-2024,1821,15.0,21402.0,3.5,82.0,Indie,"PID Games,PixelHeart",Squidbit Works,1329360
Real Anime Situation! 2,24-06-2024,1143,25.0,21364.0,3.7,93.0,Indie,Shiravune,Jitaku Studio,2361760
The Renovator: Origins,13-07-2024,2497,10.0,21283.0,2.9,84.0,Indie,Peace_Studio,Peace_Studio,1917550
Necromantic,22-05-2024,3418,7.0,21260.0,3.3,70.0,Indie,Blinkmoon Games,Blinkmoon Games,2615010
PATHOGEN X,21-07-2024,2112,12.0,21168.0,1.3,85.0,Indie,BraveCat'Studios,BraveCat'Studios,2508980
SCP: EVENT CLASSIFIED,26-04-2024,2860,10.0,21162.0,2.1,51.0,Indie,Archotech,Archotech,1955030
Thunder Helix,21-03-2024,1288,20.0,21156.0,2.0,95.0,Indie,David Walters,David Walters,1906230
Cursed Crew,26-02-2024,1175,20.0,21150.0,4.8,90.0,Indie,Cracklewock Games,Cracklewock Games,1839760
Cat Bait,27-08-2024,5213,5.0,21106.0,2.1,98.0,Indie,Mayni prod.,Mayni prod.,2929730
Deathwish Enforcers Special Edition,14-02-2024,1489,20.0,21086.0,1.9,87.0,Indie,Monster Bath Games Inc.,Monster Bath Games Inc.,2683030
The Wandering Corinne,18-07-2024,2891,9.0,21082.0,0.8,54.0,Indie,"Mango Party,Mango Party News",ankoku marimokan,2311840
Dungeon Looter,13-05-2024,3205,12.0,21067.0,6.3,78.0,Indie,Wappen Games,Wappen Games,1228320
Lucky Mark,19-04-2024,2505,10.0,21066.0,9.8,58.0,Indie,Super Alex,Super Alex,2450720
Orc Covenant: Gay Bara Orc Visual Novel,21-08-2024,864,30.0,21022.0,3.9,75.0,Indie,Y Press Games,Y Press Games,2243570
Champion Shift,21-06-2024,4526,7.0,20955.0,6.6,79.0,Indie,SRG Studios,SRG Studios,2391900
Megacopter: Blades of the Goddess,21-06-2024,1684,16.0,20946.0,3.6,95.0,Indie,Pizza Bear Games,Pizza Bear Games,1228360
DYSCHRONIA: Chronos Alternate - Dual Edition,27-03-2024,725,35.0,20922.0,6.3,92.0,Indie,IzanagiGames,"IzanagiGames,MyDearest Inc.",2023920
Claw Machine Sim,28-03-2024,3896,7.0,20723.0,2.9,94.0,Indie,Unechte Sachen,Unechte Sachen,2456120
Memories Off #5 Togireta Film,31-01-2024,1778,15.0,20674.0,7.3,91.0,AA,"Spike Chunsoft Co., Ltd.",MAGES. Inc.,2184570
Superscout,18-07-2024,128010,18.0,1868809.0,5.2,94.0,Indie,Mountain&Sea Studio,Mountain&Sea Studio,2862610
Lightyear Frontier,19-03-2024,93838,25.0,1847587.0,8.3,,Indie,"Amplifier Studios,FRAME BREAK","FRAME BREAK,Amplifier Studios",1677110
Thriving City: Song,29-05-2024,148108,19.0,1847579.0,15.1,83.0,Indie,IndieArk,White Star Studio,1956800
Living With Sister: Monochrome Fantasy,22-03-2024,230496,13.0,1838206.0,10.7,97.0,Indie,Kagura Games,Inusuku,2429860
Dune: Imperium,13-03-2024,92464,23.0,1775842.0,22.9,97.0,Indie,Dire Wolf,Dire Wolf,1689500
Chinese Online Game,18-07-2024,208103,10.0,1772844.0,7.6,74.0,Indie,Wise Games,648工作室,1416920
The Thaumaturge,04-03-2024,71142,35.0,1756839.0,11.2,,AA,11 bit studios,Fool's Theory,1684350
Dungeonborne,18-07-2024,1121214,0.0,1753880.0,24.5,66.0,Indie,Mithril Interactive,Mithril Interactive,2448970
Feed the Cups,20-02-2024,159951,16.0,1743322.0,36.5,89.0,Indie,IndieArk,Vambear Games,2336220
Astral Party ,28-02-2024,566827,0.0,1737265.0,17.7,51.0,Indie,Neverland Entertainment,STAR ENGINE PROJECT,2622000
LOCKDOWN Protocol,22-07-2024,193552,10.0,1736582.0,9.5,,Indie,Mirage Creative Lab,Mirage Creative Lab,2780980
BMX Streets,04-04-2024,48276,40.0,1733797.0,21.3,78.0,Indie,Mash Games,Mash Games,871540
Cataclismo,22-07-2024,76717,30.0,1717400.0,12.4,94.0,AA,Hooded Horse,Digital Sun,1422440
Incursion Red River,10-04-2024,115857,17.0,1668116.0,9.6,76.0,Indie,Games Of Tomorrow GmbH,Games Of Tomorrow GmbH,2116120
The Lord of the Rings: Return to Moria™,27-08-2024,92326,25.0,1661037.0,10.1,,Indie,North Beach Games,Free Range Games,2933130
