name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Center Station Simulator,05-04-2024,9795,18.35,144011.0,37.6,90.0,Indie,Nightmare Phoenix,Nightmare Phoenix,2823890
With Eyes Closed - Season 1,16-08-2024,13201,13.0,143830.0,2.6,80.0,Indie,Ker,Ker,2492780
Once a Porn a Time 2,15-06-2024,11016,15.0,143625.0,5.7,79.0,Indie,OPT Studio,OPT Studio,2735510
Hellbreach: Vegas,14-08-2024,16668,15.0,143445.0,3.6,78.0,Indie,Iceberg Interactive,Infinity Ape Studios,1691320
I Am Part-time Worker!!,26-06-2024,27661,6.0,143115.0,1.2,77.0,Indie,KomeFukuro,KomeFukuro,2985930
BORE BLASTERS,08-03-2024,19335,10.0,142092.0,7.8,84.0,Indie,8BitSkull,8BitSkull,2398170
Pool Cleaning Simulator,05-06-2024,14585,16.0,141787.0,6.0,70.0,Indie,"FreeMind S.A.,PlayWay S.A.","Rubens Games,FreeMind S.A.",2165620
From Glory To Goo,02-04-2024,15469,12.0,140951.0,16.7,92.0,Indie,Stratagem Blue,Stratagem Blue,2607060
Solo leeching~35-Year-Old Magician Journey,21-06-2024,15751,11.0,140940.0,1.8,88.0,Indie,072 Project,アンクルおじ,2696070
Spectral Scream,28-08-2024,17856,10.0,140690.0,4.1,84.0,Indie,STOIC Ent.,STOIC Ent.,2620240
1 to 1 humanoid edible toys,07-08-2024,21002,8.0,140013.0,2.4,95.0,Indie,无,"汉谟拉比炒面,我的屁是香哒",2976720
ASTRAL TALE-星界神話,07-01-2024,43217,0.0,138164.27473883974,104.2,39.0,Indie,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2591210
Ark of Charon,08-07-2024,7322,22.0,138039.0,15.7,83.0,Indie,SUNSOFT,"Angoo Inc.,SUNSOFT",2827810
And the Hero Was Never Seen Again,10-02-2024,11972,15.0,137489.0,7.0,90.0,Indie,Kagura Games,Circle Poison,2582660
United Penguin Kingdom,09-03-2024,12818,15.0,137453.0,9.3,79.0,Indie,"GrabTheGames,UpgradePoint",Turquoise Revival Games,2635350
First Dwarf,19-06-2024,7002,25.0,136381.0,4.2,71.0,Indie,"Star Drifters,4Divinity",Star Drifters,1714900
Multi Turret Academy,18-01-2024,17922,9.0,135974.0,10.9,97.0,Indie,Scarlet Academy,Scarlet Academy,1869270
A Twisted Path to Renown,06-06-2024,5416,30.0,135445.0,32.5,54.0,Indie,Game-Labs,Game-Labs,2304660
Repair this!,19-04-2024,13207,12.0,134665.0,7.1,88.0,Indie,hgiSoft,hgiSoft,2517200
clickyland,03-06-2024,30891,5.0,134579.0,3.5,84.0,Indie,Sokpop Collective,Sokpop Collective,2751050
BIOMORPH,05-04-2024,8327,20.0,134478.0,10.8,94.0,Indie,Lucid Dreams Studio,Lucid Dreams Studio,1430220
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,07-02-2024,3261,50.0,133582.0,11.7,90.0,Indie,PQube,MAGES. Inc.,2349140
Tunnel Escape,22-08-2024,8953,20.0,133472.0,7.9,83.0,Indie,Saikey Studios,Elzee,2908950
WARCANA,29-08-2024,8667,17.0,132527.0,9.2,,AA,Team17,1000 Orks,2022930
Sunset Hills,20-08-2024,9067,18.0,132521.0,3.9,,Indie,"Cotton Game,Asmik Ace, Inc.",Cotton Game,1791590
Liu Shan Maker,13-05-2024,15876,10.0,132333.0,2.4,81.0,Indie,"Playmeow,ACG creator",Xian,1997480
Casino Simulator,23-05-2024,21835,7.0,132078.0,5.1,91.0,Indie,Lodos Games,Lodos Games,2898270
Mirror of Heaven,01-06-2024,18183,9.25,131680.0,16.5,81.0,Indie,Leyo Games,EnjoyPlay Ltd,2180340
Gori: Cuddly Carnage,29-08-2024,8286,22.0,131175.0,4.8,98.0,Indie,"Wired Productions,CouchPlay Interactive (Greater China)",Angry Demon Studio,1299690
Churn Vector,11-01-2024,11565,15.0,130913.0,11.4,91.0,Indie,Naelstrof,"Naelstrof,Eugene,Archival",2686900
Pine Harbor,25-04-2024,10750,17.9,129987.0,1.8,66.0,Indie,Vision Forge Team,Vision Forge Team,2448030
Chornobyl Liquidators,06-06-2024,8056,20.0,129800.0,3.8,43.0,Indie,Frozen Way,Live Motion Games,1113010
Anomaly Exit,31-03-2024,23968,6.0,129211.0,1.4,92.0,Indie,ExamlGuy,ExamlGuy,2232600
Rift Wizard 2,24-03-2024,9029,18.0,129153.0,28.5,94.0,Indie,Dylan White,Dylan White,2058570
Magic Research 2,21-05-2024,24898,6.0,128483.0,75.5,95.0,Indie,Maticolotto,Maticolotto,2864890
Potions: A Curious Tale,07-03-2024,7522,20.0,127676.0,4.3,91.0,Indie,Stumbling Cat,Stumbling Cat,378690
Happy Sheepies,08-07-2024,12053,13.0,126481.0,4.6,82.0,Indie,Berker Games,Berker Games,2860450
Kādomon: Hyper Auto Battlers,25-03-2024,15364,10.0,126462.0,9.4,69.0,Indie,Fireshine Games,Dino Rocket,2125540
Kitchen Crisis,02-04-2024,9362,15.0,126302.0,13.8,76.0,Indie,Team Samoyed,Team Samoyed,2118250
My Holiness the Gobliness,16-05-2024,18918,8.0,125882.0,1.8,90.0,Indie,"Mango Party,Mango Party News",BFGS,2176570
Ratten Reich,09-08-2024,8439,20.0,124545.0,1.5,,Indie,Crytivo,METALLADLERSTUDIO,1717250
Dungeon Keeper™ 2,07-03-2024,58372,5.0,124273.0,10.7,96.0,AAA,Electronic Arts,Bullfrog Productions,2616460
Kitsune Tails,01-08-2024,7489,20.0,124094.0,3.1,99.0,Indie,"Kitsune Games,MidBoss, LLC.",Kitsune Games,1325260
Don't Shout Together,14-06-2024,31887,5.0,124033.0,1.0,33.0,Indie,SinisterGames,SinisterGames,2625510
Everafter Falls,20-06-2024,7341,20.0,123977.0,25.2,90.0,Indie,Akupara Games,SquareHusky,1416960
DEVIL BLADE REBOOT,23-05-2024,9966,16.0,123743.0,4.5,100.0,Indie,SHIGATAKE GAMES,SHIGATAKE GAMES,2882440
Just Xiangqi,15-01-2024,18233,10.0,122952.0,10.5,86.0,Indie,Studio Amateur,Studio Amateur,2248180
突然＊恋人,19-04-2024,7912,30.0,122358.0,12.1,,Indie,HIKARI FIELD,SMEE,2510810
Fruit Mountain,17-03-2024,15541,9.0,122090.0,11.5,,Indie,BeXide Inc.,BeXide Inc.,2753620
Blacksmith. Song of two Kings.,13-02-2024,6428,25.0,121847.0,12.9,81.0,Indie,Pavel Leksin,Pavel Leksin,2531370
云岚九歌,01-02-2024,8734,0.0,120624.0,53.8,83.0,Indie,云岚九歌,云岚九歌,2685430
ServiceIT: You can do IT,04-03-2024,11704,13.0,119970.0,3.3,75.0,Indie,"FreeMind S.A.,PlayWay S.A.",picture4u,2194730
Heroes Wanted,11-06-2024,12366,20.0,119956.0,22.1,85.0,Indie,Gameplete,Gameplete,2667410
The Crush House,09-08-2024,8491,17.0,119615.0,4.7,76.0,AA,Devolver Digital,Nerial,2337820
Bounty: Drag Racing,24-05-2024,8324,25.0,119403.0,29.1,90.0,Indie,KODgames,KODgames,1803390
Zet Zillions,23-05-2024,14513,10.0,118127.0,11.0,89.0,AA,Raw Fury,OTA IMON Studios,2229560
天呐！找不到真爱就扑街！,30-05-2024,20613,7.0,117466.0,5.5,85.0,Indie,國王互娛King Interactive,國王互娛King Interactive,2817690
#BLUD,18-06-2024,5557,25.0,117246.0,6.3,76.0,AA,Humble Games,Exit 73 Studios,1921480
Rustil: Eternal Labyrinth Castle,25-04-2024,9425,15.0,117115.0,6.7,71.0,Indie,KTMG LLC.,KIC Games,2162820
黄毛漂流记,05-02-2024,84506,2.0,117047.0,3.0,,Indie,BalloonsGame,BalloonsGame,2535770
Diabotical Rogue,04-06-2024,8314,20.0,116875.0,12.4,79.0,Indie,GD Studio Inc,GD Studio Inc,2805060
The Devil Within: Satgat,09-04-2024,7093,20.0,116681.0,5.9,,Indie,"Newcore Games,Astrolabe Games",Newcore Games,1802880
Rock Star Life Simulator,26-02-2024,11394,12.49,116257.0,5.2,93.0,Indie,HOGO Games,HOGO Games,2530950
Artifact Seeker: Resurrection,26-07-2024,21260,9.0,115933.0,7.6,85.0,Indie,Lynkpin Game,Lynkpin Game,3054610
Supernormal,08-01-2024,16944,8.0,115876.0,1.6,69.0,Indie,Hitori de Productions,Hitori de Productions,2532430
Psalm 5:9-13,13-03-2024,34932,4.0,114851.0,0.5,86.0,Indie,"Ranwog,Notex,a1esska","Ranwog,Notex,a1esska",1837220
Pathfinder: Gallowspire Survivors,04-04-2024,23803,7.0,114460.0,6.9,64.0,Indie,BKOM Studios,BKOM Studios,2388460
What the Fog,14-05-2024,25501,5.0,114434.0,2.3,,AA,Behaviour Interactive Inc.,Behaviour Interactive Inc.,2139020
Horticular,11-07-2024,7084,20.0,114045.0,8.4,95.0,Indie,Slug Disco,inDirection Games,1928540
Sovereign Syndicate,15-01-2024,7160,20.0,113468.0,8.5,86.0,Indie,Crimson Herring Studios,Crimson Herring Studios,1674920
Tales of Spark,04-02-2024,12900,14.0,113195.0,14.5,85.0,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio,2165390
Fatal Countdown - immoral List of Desires,09-04-2024,12388,11.0,113186.0,1.8,83.0,Indie,"Playmeow,ACG creator",Secret Garden,1987980
Stellar Settlers: Space Base Builder,11-03-2024,12644,12.0,112737.0,2.9,88.0,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment,2628570
SimCity™ 3000 Unlimited,07-03-2024,47101,5.0,112651.0,7.7,86.0,AAA,Electronic Arts,Maxis,2741560
Let's Go! My Harem Farm,21-06-2024,9267,15.0,112505.0,5.6,81.0,Indie,OTAKU Plan,XO_PROJECT,2659960
Personal Trainer,27-05-2024,10501,13.0,112150.0,4.6,81.0,Indie,Udder Yeti,Domiek,2385140
Dream Tactics,15-04-2024,8069,18.0,112147.0,13.1,94.0,Indie,indie.io,Spectra Entertainment Inc.,1897650
Ova Magica,23-07-2024,5364,25.0,111979.0,22.5,,Indie,"Top Hat Studios, Inc.","Skinny Frog,ClaudiaTheDev",1299170
Spirit Hunter: Death Mark II,15-02-2024,2783,50.0,111912.0,11.4,98.0,Indie,Aksys Games,"EXPERIENCE,Ghostlight LTD",2080800
Seifuku Kanojo,02-04-2024,5488,30.0,111658.0,9.3,83.0,Indie,HIKARI PULSE,Entergram,2673490
Oriental Valley,25-04-2024,7846,18.0,111604.0,9.2,86.0,Indie,ETime Studio,猫多游戏,2201930
Space Prison,18-07-2024,6673,20.0,111599.0,8.3,88.0,Indie,Firesquid,Wooden Alien,1865930
Whispered Promises ~ 14 Days of Love with Anna,14-02-2024,8872,16.0,111150.0,1.9,93.0,Indie,072 Project,OMNIS,2507840
Throne of Bone,08-04-2024,7755,17.0,110885.0,12.9,92.0,Indie,Windmill Slam,Windmill Slam,1866630
Love X Crotch X GYM,29-03-2024,8753,16.0,110745.0,2.4,83.0,Indie,072 Project,"奶油貓工作室,バター貓スタジオ",2430700
Pesticide Not Required,18-03-2024,20018,6.5,110721.0,9.0,94.0,Indie,Jampacked Games,Jampacked Games,2479320
Dragon Is Dead,07-06-2024,6489,20.0,109973.0,9.0,77.0,Indie,"PM Studios, inc.",TeamSuneat,2803280
Gourdlets,15-08-2024,29540,5.0,109304.0,4.5,95.0,Indie,"Future Friends Games,AuntyGames",AuntyGames,2013730
Unreal Lust Theory,29-03-2024,22266,8.0,108802.0,1.6,74.0,Indie,Inceton games,Inceton games,2573100
Escape from the Room of the Serving Doll,18-06-2024,18575,7.0,108603.0,1.3,87.0,Indie,Playmeow,桃山プロダクション,2442390
NTR'd By Clumsiness,15-05-2024,20401,7.0,108551.0,2.3,80.0,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction,2277300
Rogue Voltage,10-05-2024,8150,16.0,108249.0,8.0,93.0,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik,1494560
The Braves,03-05-2024,35671,0.0,107932.0,37.6,65.0,Indie,101XP,101XP GAME STUDIOS,2479830
The Political Machine 2024,02-05-2024,5997,20.0,107442.0,9.4,71.0,Indie,Stardock Entertainment,Stardock Entertainment,2512090
Lootun,14-05-2024,23003,5.49,107153.0,64.1,94.0,Indie,ArrowSoftGames,ArrowSoftGames,1960270
Stellar Initiative,27-05-2024,12661,10.0,106342.0,7.1,72.0,Indie,Five Head Games,Five Head Games,2529080
Baladins,15-05-2024,5066,25.0,106200.0,3.4,84.0,Indie,Armor Games Studios,Seed by Seed,1866320
Of Life and Land,02-04-2024,5200,25.0,106071.0,8.5,93.0,Indie,"Kerzoven,Metaroot",Kerzoven,1733110
Aero GPX,06-08-2024,6739,20.0,105983.0,4.2,99.0,Indie,Aaron McDevitt,Aaron McDevitt,2160360
Trinity Survivors,02-05-2024,13772,10.0,105834.0,6.1,78.0,Indie,"Flyway Games, Inc.","Flyway Games, Inc.",2686580
Old School Rally,18-07-2024,12741,10.0,105556.0,3.3,93.0,Indie,Astrolabe Games,Frozen Lake Games,2824660
Factory Outlet Simulator,15-07-2024,12466,11.0,105087.0,12.3,87.0,Indie,PISHO,PISHO,2981590
Sandwalkers,19-06-2024,6527,20.0,104827.0,8.2,75.0,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio,1639080
Craftomation 101: Programming & Craft,19-02-2024,13458,10.0,104104.0,12.2,88.0,Indie,Luden.io,Luden.io,1724140
Deadrock Redemption,04-04-2024,8414,15.0,103914.0,1.9,67.0,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment,2753270
Dungeon Travelers: To Heart 2 in Another World,14-02-2024,7032,20.0,103875.0,26.4,89.0,Indie,"DMM GAMES,Shiravune",AQUAPLUS,1901620
Dustland Delivery,11-07-2024,16038,8.0,103498.0,16.1,93.0,Indie,Farlight Games,Neutron Star Studio,2943280
Saki and the Crucible of Debauchery,25-07-2024,13943,9.0,103268.0,2.4,96.0,Indie,"Mango Party,Mango Party News",ofuroworks,2652500
The Tribe Must Survive,23-05-2024,6191,25.0,103232.0,9.1,72.0,Indie,Starbreeze Entertainment,Walking Tree Games GmbH,1729940
PMC Promiscuity,18-05-2024,6029,20.0,103206.0,4.7,91.0,Indie,Overseer Division,"Shuuko,Amber Fiend",2738670
Mashiroiro Symphony HD -Love is Pure White-,01-05-2024,4565,40.0,103113.0,16.5,85.0,Indie,Shiravune,Palette,2737970
Princess Maker 2 Regeneration,10-07-2024,3127,40.0,103057.0,5.3,62.0,Indie,Bliss Brain,"Bliss Brain,Monkey Craft",2311530
Kakuriyo Village ~Moratorium of Adolescence~,21-03-2024,5302,25.0,102837.0,3.7,85.0,Indie,BokiBoki Games,I'm moralist,2326590
Beneath the Mountain,05-03-2024,5490,25.0,102217.0,10.6,67.0,Indie,Gameclaw Studio,Omnis Rector Studios,1728840
Serum,23-05-2024,5714,25.0,101998.0,4.5,59.0,Indie,Toplitz Productions,Game Island,1610520
Personal Study,15-04-2024,14975,8.0,101925.0,1.8,90.0,Indie,ArcaneSpoon,ArcaneSpoon,2878000
Deathless. Tales of Old Rus,18-06-2024,5280,25.0,101371.0,12.0,88.0,Indie,1С-777 Limited,1C Game Studios,2727210
The Great Rebellion,01-02-2024,6274,20.0,101324.0,3.9,99.0,Indie,AIP,Kvltgames,2732820
Backrooms Break,24-04-2024,13850,9.0,101261.0,1.7,71.0,Indie,Jan Jileček,Jan Jileček,2248330
Turbo Kid,09-04-2024,6185,20.0,101051.0,9.2,96.0,Indie,Outerminds Inc.,Outerminds Inc.,1733250
Don't Disturb Your STEPMOM,20-06-2024,8550,14.0,100118.0,2.2,68.0,Indie,Lemonhaze Game Studio,Lemonhaze Studio,2937910
Fallen Young Wife~Netorare H without telling her husband~,03-05-2024,10217,12.0,99794.0,0.9,75.0,Indie,072 Project,瀧壺チャンネル,2717310
"Love, Ghostie",14-08-2024,5937,20.0,99704.0,3.7,97.0,Indie,"Janbeh Games, LLC","Janbeh Games, LLC",1789490
Paper Trail,21-05-2024,6971,20.0,99360.0,4.5,,Indie,Newfangled Games,Newfangled Games,1889740
Underspace,10-04-2024,6301,20.0,99105.0,16.0,83.0,Indie,Camlann Games,Pastaspace Interactive,1111930
Humans are not that against Lizardwomen,06-04-2024,52018,4.0,98977.0,2.7,94.0,Indie,Horny Capybara Studio,Hue Axis Entertainment,2715650
Star Command Galaxies,28-08-2024,7879,15.0,98718.0,5.3,44.0,Indie,Warballoon,Warballoon,402160
Nightmare: The Lunatic,31-03-2024,8560,17.0,98647.0,12.4,90.0,Indie,Maetdol Games,Maetdol Games,1842730
Bears In Space,22-03-2024,6160,20.0,98573.0,9.1,96.0,Indie,Ravenscourt,Broadside Games,1309620
ALTF42,04-06-2024,25211,8.0,98378.0,4.8,75.0,Indie,GRAVITY,PUMPKIM,2187230
B-17 Flying Fortress : The Mighty 8th Redux,25-01-2024,7611,15.0,97527.0,10.4,66.0,Indie,MicroProse Software,MicroProse Software,2000800
TrinityS,25-04-2024,9630,15.0,97404.0,7.4,75.0,Indie,Phoenixx Inc.,Indie-us Games,1584690
Slave Zero X,21-02-2024,4603,25.0,97228.0,6.4,85.0,Indie,Ziggurat,Poppy Works,1903910
Crestfallen: Medieval Survival,17-07-2024,8635,15.0,97203.0,9.4,69.0,Indie,Bloodbath Studios,Bloodbath Studios,2293680
My Pleasure - Season 3,28-03-2024,6301,19.0,95671.0,6.1,79.0,Indie,Tasty Pics Studio,Tasty Pics Studio,2610080
Kingsgrave,17-04-2024,13324,10.0,95478.0,3.6,78.0,Indie,Alawar,Egg or Chicken Games,2644360
Dishwashing Simulator,03-04-2024,12031,10.0,94839.0,4.5,90.0,Indie,Frinky,"Frinky,Frosty",2747780
I'm counting to 6...,26-01-2024,17098,7.0,94804.0,0.8,86.0,Indie,EMIKA_GAMES,EMIKA_GAMES,2717260
Roundscape Adorevia,02-08-2024,6901,16.0,94711.0,9.9,80.0,Indie,Arvus Games,Arvus Games,2986400
Abyss School,19-01-2024,26289,4.0,94355.0,4.0,91.0,Indie,eTIRUe,eTIRUe,2473710
Raw Metal,19-03-2024,5335,20.0,93469.0,6.0,89.0,Indie,Team Crucible,Team Crucible,2279600
异常情绪回收组,28-01-2024,10151,11.0,93379.0,12.3,85.0,Indie,墨元素,墨元素,2597460
全民街篮,30-05-2024,31422,0.0,92977.0,11.4,76.0,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020
Sumerian Six,02-09-2024,3437,30.0,92768.0,5.2,96.0,AA,Devolver Digital,Artificer,1429850
Open Roads,28-03-2024,6252,20.0,92665.0,2.2,76.0,AA,Annapurna Interactive,Open Roads Team,1497360
Cybernetic Seduction - Season 1,03-05-2024,8497,13.0,92662.0,6.9,90.0,Indie,1Thousand,1Thousand,2724540
Idle Fishing,24-05-2024,46667,0.0,92146.0,46.0,77.0,Indie,AO Games,AO Games,2725560
Unveiling the Unknown,07-05-2024,6254,18.0,91150.0,8.9,90.0,Indie,TwistedScarlett60,TwistedScarlett60,2960590
STUFFED,16-06-2024,11270,13.0,90795.0,2.6,81.0,Indie,TheGamePublisher.com,Waving Bear Studio,1243200
Legendary Hoplite,02-02-2024,7587,15.0,90751.0,10.6,70.0,Indie,Ravenage Games,TripleBricksGames,1479810
Minimalist Tower Defense,25-01-2024,27004,5.0,90620.0,17.0,94.0,Indie,HappyFairy213,HappyFairy213,2617400
Uncover the Smoking Gun,23-06-2024,5276,20.0,90446.0,5.4,97.0,Indie,ReLU Games,ReLU Games,2492290
Roots of Yggdrasil,06-09-2024,9225,13.0,90157.0,6.9,92.0,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment,2071430
TOKYO PSYCHODEMIC,29-05-2024,1813,55.0,89539.0,5.9,24.0,Indie,GRAVITY,GRAVITY GAME ARISE,2397140
SPY×ANYA: Operation Memories,27-06-2024,2168,50.0,88877.0,8.2,90.0,AAA,Bandai Namco Entertainment,GrooveBoxJapan,2170370
Creatures of Ava,07-08-2024,4284,25.0,88683.0,5.8,93.0,AA,11 bit studios,Inverge Studios,2304440
Archaelund,08-01-2024,4922,20.0,88551.0,18.6,87.0,Indie,4 Dimension Games,4 Dimension Games,1082970
Age of Defense,29-07-2024,13157,15.0,88271.0,6.6,78.0,Indie,Valkyrie Initiative,Battlecruiser Games,603320
Never Mourn,13-05-2024,9965,15.0,87827.0,4.2,89.0,Indie,"Poysky Productions,Light Up Games",Primal Seed,1839820
Vampire: The Masquerade - Justice,06-02-2024,4111,30.0,87251.0,2.9,68.0,Indie,Fast Travel Games,Fast Travel Games,2431700
The Mobius Machine,01-03-2024,4524,25.0,87128.0,10.3,83.0,Indie,Madruga Works,Madruga Works,2281940
Monuments Renovator,08-03-2024,9313,15.0,87084.0,6.6,74.0,Indie,"Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator",1257280
In Search Of You,18-07-2024,15514,7.0,87038.0,3.5,88.0,Indie,Celestial Star Studios,Celestial Star Studios,2963510
Ruff Ghanor,22-02-2024,5403,20.0,86902.0,11.9,94.0,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks,2087460
Duelists of Eden,07-03-2024,19473,5.0,86829.0,8.9,97.0,Indie,Thomas Moon Kang,Thomas Moon Kang,1664200
Snow Plowing Simulator,19-06-2024,6527,16.0,86660.0,4.2,77.0,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,2096030
Kingdom of Atham: Crown of the Champions,12-01-2024,6744,14.0,86608.0,44.8,80.0,Indie,Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,1676380
Vertical Kingdom,15-04-2024,5365,20.0,86377.0,6.5,83.0,Indie,indie.io,Farlight Games Industry,1902870
Super Dark Deception,12-07-2024,5783,18.0,86169.0,6.5,67.0,Indie,Glowstick Entertainment,Glowstick Entertainment,2193720
The Shell Part II: Purgatorio,18-04-2024,4718,25.0,85885.0,13.6,98.0,Indie,Shiravune,Innocent Grey,2712550
Idol Party,15-08-2024,9890,0.0,85835.0,18.9,76.0,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,2955300
Mushoku Tensei: Jobless Reincarnation Quest of Memories,19-06-2024,2106,45.0,85274.0,6.6,66.0,Indie,Bushiroad Inc.,LANCARSE Ltd.,2459420
Fantasy Amusement Park II,31-05-2024,17496,6.0,85154.0,2.4,73.0,Indie,Shark Shark Game,Cat Paw Game,2619510
LustyVerse: Passion on Display,22-03-2024,14551,7.0,85060.0,7.2,76.0,Indie,Inceton games,Inceton games,2328740
Mini Settlers,08-08-2024,10001,10.0,84846.0,7.6,95.0,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games,2521630
MY DESTINY GIRLS,28-03-2024,10132,10.0,84708.0,10.6,88.0,Indie,EpicDream Games,EpicDream Games,2766860
SEX Campus🔞,02-03-2024,13345,10.0,84104.0,1.4,70.0,Indie,Romantic Room,Romantic Room,2833810
Working Sakuya,28-03-2024,21999,7.0,83942.0,0.7,96.0,Indie,ぬるぬる坊主,ぬるぬる坊主,2861150
Pet Shop Simulator,21-06-2024,7221,15.0,83875.0,6.3,76.0,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2401680
Shadow of the Ninja - Reborn,29-08-2024,5173,20.0,83756.0,4.1,,Indie,"NatsumeAtari,Edigger,United Games Entertainment GmbH",NatsumeAtari,2543760
Mortal Glory 2,04-03-2024,9779,12.0,83727.0,12.0,89.0,Indie,Redbeak Games,Redbeak Games,2216660
Hot Therapy,24-03-2024,7024,15.0,83552.0,1.8,74.0,Indie,YummySoft,YummySoft,2360260
Distant Bloom,27-03-2024,5937,20.0,82715.0,6.0,84.0,Indie,Kinda Brave,Ember Trail,1450250
Misha's incident,21-01-2024,9393,10.0,82653.0,3.4,86.0,Indie,Zetlaff,Zetlaff,2723520
"Sex and the Furry Titty 3: Come Inside, Sweety",16-05-2024,10393,10.0,81316.0,4.1,91.0,Indie,Furlough Games PBS,Furlough Games,2221840
Terra Memoria,27-03-2024,5444,20.0,80472.0,7.4,87.0,Indie,Dear Villagers,La Moutarde,1912750
Hole Dweller,19-01-2024,11170,8.0,80323.0,8.2,98.0,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games,2293850
Girls of The Tower,23-02-2024,19531,7.0,80184.0,11.9,89.0,Indie,OKJOY,Robo Cat,2688680
"Everlasting Flowers - Where there is a will, there is a way",28-08-2024,2966,30.0,80055.0,5.1,86.0,Indie,RIGHTWAY,"sprite,flowers.studio",2795270
Let's take a bath with Purin 2,11-07-2024,6829,18.0,79862.0,1.3,79.0,Indie,Parabolica Games,Parabolica Games,2973500
Step-Sister's Pussy 🔞,04-05-2024,11885,10.0,79636.0,1.4,66.0,Indie,Lust Desires 🖤,Lust Desires 🖤,2889280
DEVIATOR,01-08-2024,13896,7.0,79632.0,4.2,72.0,AA,SapStaR Games,Gami Studio,2620730
Berserk Boy,06-03-2024,5193,20.0,79600.0,4.5,94.0,Indie,BerserkBoy Games,BerserkBoy Games,1561340
Sinners Landing,21-03-2024,6625,15.0,79552.0,6.4,92.0,Indie,Flexible Media,Flexible Media,1816140
Klaroro - Abyss of the Soul,24-06-2024,13771,7.0,79363.0,1.2,81.0,Indie,"Mango Party,Mango Party News",Ccryu,2822010
Tortuga - A Pirate's Tale,13-02-2024,3832,25.0,79354.0,15.0,61.0,AA,Kalypso Media,Gaming Minds Studios,1604250
Go Mecha Ball,25-01-2024,5660,20.0,78981.0,5.4,94.0,Indie,Super Rare Originals,Whale Peak Games,2008510
Little Lives,08-03-2024,8703,13.0,78886.0,9.5,85.0,Indie,Houndstooth Games,Houndstooth Games,1505560
Taora : Survival,23-05-2024,6923,14.0,78871.0,5.8,72.0,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games,2165470
Vampire Therapist,18-07-2024,5819,15.0,78504.0,5.4,98.0,Indie,Little Bat Games,Little Bat Games,2481020
Dustborn,20-08-2024,2896,30.0,78165.0,6.6,70.0,Indie,Spotlight by Quantic Dream,Red Thread Games,721180
Helskate,15-02-2024,4029,25.0,78067.0,3.5,85.0,Indie,Phantom Coast,Phantom Coast,1295630
BioGun,31-07-2024,5251,20.0,78048.0,12.5,93.0,Indie,Ravenage Games,Dapper Dog Digital,1219240
Древние Русы,26-07-2024,10257,13.0,77800.0,4.5,98.0,Indie,Honor Games,Honor Games,2669860
My Special Summer Vacation 2,27-06-2024,6712,15.0,77507.0,3.3,75.0,Indie,Kagura Games,P.+,2923560
My Lovely Empress,20-08-2024,5046,20.0,77493.0,5.0,87.0,Indie,Neon Doctrine,"GameChanger Studio,Neon Doctrine",2052990
RollScape,22-05-2024,13298,7.0,76991.0,3.6,85.0,Indie,Leonardo the Vinchy,Leonardo the Vinchy,2904290
AsHes,23-06-2024,4181,25.0,76979.0,7.8,65.0,Indie,Yanmo Games,Yanmo Games,2455040
World War Armies,02-05-2024,16595,0.0,76971.0,21.4,55.0,Indie,"Hypemasters, Inc.","Hypemasters, Inc.",2438160
Hero Tale,28-03-2024,17823,5.0,76628.0,77.5,70.0,Indie,Weird Johnny Studio,Weird Johnny Studio,2513240
HAREM！RANCH LIFE,23-08-2024,5238,18.0,76619.0,3.6,72.0,Indie,072 Project,GNT BOKUJO,2420240
Feather Party,03-05-2024,17907,5.0,76256.0,2.6,90.0,Indie,Teneke Kafalar Spotlight,threeW,2300230
Family Breeding,04-05-2024,9451,10.0,75575.0,2.3,81.0,Indie,Whiteleaf Studio,Whiteleaf Studio,2853840
CLICKOLDING,16-07-2024,30448,3.0,75559.0,1.0,87.0,Indie,"Strange Scaffold,Outersloth",Strange Scaffold,3011440
Rugby 25,28-06-2024,2783,30.0,75115.0,4.5,31.0,AA,Nacon,Big Ant Studios,2340870
